Hour_0,biomass_1,conventional_hydroelectric_2,conventional_steam_coal_3,hydroelectric_pumped_storage_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,nuclear_9,onshore_wind_turbine_10,small_hydroelectric_11,solar_photovoltaic_12,biomass_13,conventional_hydroelectric_14,conventional_steam_coal_15,hydroelectric_pumped_storage_16,natural_gas_fired_combined_cycle_17,natural_gas_fired_combined_cycle_18,natural_gas_fired_combustion_turbine_19,natural_gas_fired_combustion_turbine_20,natural_gas_steam_turbine_21,natural_gas_steam_turbine_22,onshore_wind_turbine_23,small_hydroelectric_24,solar_photovoltaic_25,biomass_26,conventional_hydroelectric_27,geothermal_28,natural_gas_fired_combined_cycle_29,natural_gas_fired_combustion_turbine_30,onshore_wind_turbine_31,small_hydroelectric_32,solar_photovoltaic_33,biomass_34,conventional_hydroelectric_35,conventional_steam_coal_36,natural_gas_fired_combustion_turbine_37,onshore_wind_turbine_38,small_hydroelectric_39,biomass_40,conventional_steam_coal_41,geothermal_42,natural_gas_fired_combined_cycle_43,natural_gas_fired_combined_cycle_44,natural_gas_fired_combined_cycle_45,natural_gas_fired_combustion_turbine_46,natural_gas_fired_combustion_turbine_47,natural_gas_steam_turbine_48,natural_gas_steam_turbine_49,onshore_wind_turbine_50,small_hydroelectric_51,solar_photovoltaic_52,biomass_53,conventional_hydroelectric_54,conventional_steam_coal_55,geothermal_56,natural_gas_fired_combined_cycle_57,natural_gas_fired_combined_cycle_58,natural_gas_fired_combined_cycle_59,natural_gas_fired_combustion_turbine_60,natural_gas_fired_combustion_turbine_61,natural_gas_steam_turbine_62,onshore_wind_turbine_63,small_hydroelectric_64,solar_photovoltaic_65,biomass_66,conventional_hydroelectric_67,geothermal_68,hydroelectric_pumped_storage_69,natural_gas_fired_combined_cycle_70,natural_gas_fired_combined_cycle_71,natural_gas_fired_combined_cycle_72,natural_gas_fired_combined_cycle_73,natural_gas_fired_combustion_turbine_74,natural_gas_fired_combustion_turbine_75,natural_gas_fired_combustion_turbine_76,natural_gas_fired_combustion_turbine_77,natural_gas_fired_combustion_turbine_78,nuclear_79,onshore_wind_turbine_80,small_hydroelectric_81,solar_photovoltaic_82,biomass_83,conventional_hydroelectric_84,conventional_steam_coal_85,geothermal_86,hydroelectric_pumped_storage_87,natural_gas_fired_combined_cycle_88,natural_gas_fired_combined_cycle_89,natural_gas_fired_combustion_turbine_90,natural_gas_fired_combustion_turbine_91,natural_gas_fired_combustion_turbine_92,nuclear_93,onshore_wind_turbine_94,small_hydroelectric_95,solar_photovoltaic_96,biomass_97,geothermal_98,hydroelectric_pumped_storage_99,natural_gas_fired_combined_cycle_100,natural_gas_fired_combined_cycle_101,natural_gas_fired_combustion_turbine_102,natural_gas_fired_combustion_turbine_103,natural_gas_fired_combustion_turbine_104,onshore_wind_turbine_105,small_hydroelectric_106,solar_photovoltaic_107,biomass_108,conventional_hydroelectric_109,conventional_steam_coal_110,geothermal_111,hydroelectric_pumped_storage_112,natural_gas_fired_combined_cycle_113,natural_gas_fired_combined_cycle_114,natural_gas_fired_combined_cycle_115,natural_gas_fired_combined_cycle_116,natural_gas_fired_combustion_turbine_117,natural_gas_fired_combustion_turbine_118,natural_gas_fired_combustion_turbine_119,natural_gas_fired_combustion_turbine_120,natural_gas_fired_combustion_turbine_121,natural_gas_steam_turbine_122,natural_gas_steam_turbine_123,onshore_wind_turbine_124,small_hydroelectric_125,solar_photovoltaic_126,biomass_127,conventional_hydroelectric_128,conventional_steam_coal_129,geothermal_130,natural_gas_fired_combined_cycle_131,natural_gas_fired_combined_cycle_132,natural_gas_fired_combustion_turbine_133,natural_gas_fired_combustion_turbine_134,natural_gas_fired_combustion_turbine_135,onshore_wind_turbine_136,small_hydroelectric_137,solar_photovoltaic_138,conventional_hydroelectric_139,conventional_steam_coal_140,natural_gas_fired_combined_cycle_141,natural_gas_fired_combustion_turbine_142,natural_gas_fired_combustion_turbine_143,onshore_wind_turbine_144,small_hydroelectric_145
4166,1,0.308,1,1,1,1,1,1,1,0.2858,0.308,0.3501,1,0.2945,1,1,1,1,1,1,1,1,0.0831,0.2945,0.5589,1,0.6431,1,1,1,0.0528,0.6431,0.4573,1,0.7035,1,1,0.1124,0.7035,1,1,1,1,1,1,1,1,1,1,0.3956,0.439,0.4892,1,0.9442,1,1,1,1,1,1,1,1,0.04435036,0.9442,0.338501974,1,0.378730905,1,1,1,1,1,1,1,1,1,1,1,1,0.1595,0.378730905,0.3198,1,0.6142,1,1,1,1,1,1,1,1,1,0.0286,0.6142,0.1364,1,1,1,1,1,1,1,1,0.676536315,0.558525601,0.334496676,1,0.267168685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.741275949,0.267168685,0.338818143,1,0.4921,1,1,1,1,1,1,1,0.3943,0.4921,0.5491,0.7015,1,1,1,1,0.0259,0.7015
4167,1,0.308,1,1,1,1,1,1,1,0.2417,0.308,0.5012,1,0.2946,1,1,1,1,1,1,1,1,0.0338,0.2946,0.6704,1,0.643,1,1,1,0.0378,0.643,0.5828,1,0.7035,1,1,0.1844,0.7035,1,1,1,1,1,1,1,1,1,1,0.4876,0.4389,0.6264,1,0.9438,1,1,1,1,1,1,1,1,0.058824101,0.9438,0.487481271,1,0.378830905,1,1,1,1,1,1,1,1,1,1,1,1,0.0747,0.378830905,0.4946,1,0.6141,1,1,1,1,1,1,1,1,1,0.1319,0.6141,0.2095,1,1,1,1,1,1,1,1,0.580878551,0.558525601,0.487019753,1,0.267038156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.283945125,0.267038156,0.500562803,1,0.492,1,1,1,1,1,1,1,0.375,0.492,0.6671,0.7012,1,1,1,1,0.0117,0.7012
4168,1,0.308,1,1,1,1,1,1,1,0.3175,0.308,0.5891,1,0.2947,1,1,1,1,1,1,1,1,0.0281,0.2947,0.7067,1,0.6429,1,1,1,0.0125,0.6429,0.6393,1,0.7034,1,1,0.2797,0.7034,1,1,1,1,1,1,1,1,1,1,0.3464,0.4389,0.6825,1,0.9435,1,1,1,1,1,1,1,1,0.095173741,0.9435,0.59508044,1,0.378938117,1,1,1,1,1,1,1,1,1,1,1,1,0.0503,0.378938117,0.6197,1,0.6141,1,1,1,1,1,1,1,1,1,0.2297,0.6141,0.3089,1,1,1,1,1,1,1,1,0.376169193,0.558625601,0.599905944,1,0.266864118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.155842501,0.266864118,0.62585534,1,0.4919,1,1,1,1,1,1,1,0.313,0.4919,0.7115,0.7008,1,1,1,1,0.0753,0.7008
4169,1,0.308,1,1,1,1,1,1,1,0.3047,0.308,0.6409,1,0.2948,1,1,1,1,1,1,1,1,0.019,0.2948,0.7209,1,0.6427,1,1,1,0.0214,0.6427,0.6671,1,0.7033,1,1,0.3596,0.7033,1,1,1,1,1,1,1,1,1,1,0.2513,0.4388,0.7111,1,0.9431,1,1,1,1,1,1,1,1,0.051654676,0.9431,0.65605039,1,0.379038117,1,1,1,1,1,1,1,1,1,1,1,1,0.0801,0.379038117,0.6669,1,0.6141,1,1,1,1,1,1,1,1,1,0.4587,0.6141,0.4649,1,1,1,1,1,1,1,1,0.142488737,0.558625601,0.647448252,1,0.26673359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.153060575,0.26673359,0.66704466,1,0.4919,1,1,1,1,1,1,1,0.3701,0.4919,0.7314,0.7005,1,1,1,1,0.1095,0.7005
4170,1,0.308,1,1,1,1,1,1,1,0.3198,0.308,0.6944,1,0.2949,1,1,1,1,1,1,1,1,0.0211,0.2949,0.7247,1,0.6426,1,1,1,0.0232,0.6426,0.7077,1,0.7032,1,1,0.4424,0.7032,1,1,1,1,1,1,1,1,1,1,0.2468,0.4388,0.7265,1,0.9428,1,1,1,1,1,1,1,1,0.257241007,0.9428,0.718172928,1,0.379138117,1,1,1,1,1,1,1,1,1,1,1,1,0.1446,0.379138117,0.71,1,0.614,1,1,1,1,1,1,1,1,1,0.6245,0.614,0.5667,1,1,1,1,1,1,1,1,0.134749814,0.558725601,0.698751924,1,0.266559552,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.151577931,0.266559552,0.723721105,1,0.4918,1,1,1,1,1,1,1,0.374,0.4918,0.7623,0.7002,1,1,1,1,0.1505,0.7002
4171,1,0.308,1,1,1,1,1,1,1,0.3454,0.308,0.6912,1,0.2951,1,1,1,1,1,1,1,1,0.0559,0.2951,0.7176,1,0.6425,1,1,1,0.0571,0.6425,0.7085,1,0.7031,1,1,0.477,0.7031,1,1,1,1,1,1,1,1,1,1,0.3069,0.4387,0.7144,1,0.9425,1,1,1,1,1,1,1,1,0.70655,0.9425,0.718008326,1,0.379238117,1,1,1,1,1,1,1,1,1,1,1,1,0.1329,0.379238117,0.723,1,0.614,1,1,1,1,1,1,1,1,1,0.6175,0.614,0.6081,1,1,1,1,1,1,1,1,0.135836812,0.558825601,0.702719756,1,0.266429023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.108394836,0.266429023,0.724937454,1,0.4917,1,1,1,1,1,1,1,0.3322,0.4917,0.7403,0.6998,1,1,1,1,0.1452,0.6998
4172,1,0.308,1,1,1,1,1,1,1,0.5508,0.308,0.6944,1,0.2952,1,1,1,1,1,1,1,1,0.1967,0.2952,0.7203,1,0.6424,1,1,1,0.075,0.6424,0.7097,1,0.703,1,1,0.6509,0.703,1,1,1,1,1,1,1,1,1,1,0.2263,0.4386,0.7245,1,0.9421,1,1,1,1,1,1,1,1,0.827729137,0.9421,0.714164255,1,0.379338117,1,1,1,1,1,1,1,1,1,1,1,1,0.4701,0.379338117,0.7192,1,0.614,1,1,1,1,1,1,1,1,1,0.609,0.614,0.6148,1,1,1,1,1,1,1,1,0.212683106,0.558825601,0.703431819,1,0.266254985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142806721,0.266254985,0.726374907,1,0.4917,1,1,1,1,1,1,1,0.319,0.4917,0.7345,0.6995,1,1,1,1,0.1666,0.6995
4173,1,0.3079,1,1,1,1,1,1,1,0.4956,0.3079,0.6886,1,0.2953,1,1,1,1,1,1,1,1,0.2084,0.2953,0.6888,1,0.6422,1,1,1,0.2035,0.6422,0.7095,1,0.7029,1,1,0.6565,0.7029,1,1,1,1,1,1,1,1,1,1,0.2267,0.4386,0.7095,1,0.9418,1,1,1,1,1,1,1,1,0.710042086,0.9418,0.712334707,1,0.379445329,1,1,1,1,1,1,1,1,1,1,1,1,0.501,0.379445329,0.7278,1,0.6139,1,1,1,1,1,1,1,1,1,0.5579,0.6139,0.6407,1,1,1,1,1,1,1,1,0.356870642,0.558925601,0.714499651,1,0.266124457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.153484588,0.266124457,0.736557277,1,0.4916,1,1,1,1,1,1,1,0.3305,0.4916,0.7388,0.6992,1,1,1,1,0.2179,0.6992
4174,1,0.3079,1,1,1,1,1,1,1,0.4404,0.3079,0.6554,1,0.2954,1,1,1,1,1,1,1,1,0.1801,0.2954,0.6617,1,0.6421,1,1,1,0.0749,0.6421,0.6428,1,0.7028,1,1,0.556,0.7028,1,1,1,1,1,1,1,1,1,1,0.3946,0.4385,0.6769,1,0.9414,1,1,1,1,1,1,1,1,0.761844604,0.9414,0.679103497,1,0.379545329,1,1,1,1,1,1,1,1,1,1,1,1,0.5601,0.379545329,0.7139,1,0.6139,1,1,1,1,1,1,1,1,1,0.6729,0.6139,0.5973,1,1,1,1,1,1,1,1,0.567941491,0.559025601,0.682419232,1,0.265950419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.28355428,0.265950419,0.717153802,1,0.4916,1,1,1,1,1,1,1,0.4249,0.4916,0.7285,0.6988,1,1,1,1,0.3319,0.6988
4175,1,0.3079,1,1,1,1,1,1,1,0.4149,0.3079,0.6029,1,0.2955,1,1,1,1,1,1,1,1,0.3735,0.2955,0.6318,1,0.642,1,1,1,0.2435,0.642,0.6087,1,0.7027,1,1,0.6271,0.7027,1,1,1,1,1,1,1,1,1,1,0.5153,0.4385,0.6229,1,0.9411,1,1,1,1,1,1,1,1,0.548627338,0.9411,0.63025425,1,0.379645329,1,1,1,1,1,1,1,1,1,1,1,1,0.3448,0.379645329,0.6877,1,0.6139,1,1,1,1,1,1,1,1,1,0.3205,0.6139,0.559,1,1,1,1,1,1,1,1,0.442320041,0.559025601,0.639093532,1,0.26581989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.220632025,0.26581989,0.676412617,1,0.4915,1,1,1,1,1,1,1,0.408,0.4915,0.7111,0.6985,1,1,1,1,0.2799,0.6985
4176,1,0.3079,1,1,1,1,1,1,1,0.3766,0.3079,0.5008,1,0.2957,1,1,1,1,1,1,1,1,0.3974,0.2957,0.5343,1,0.6418,1,1,1,0.4256,0.6418,0.6572,1,0.7026,1,1,0.5853,0.7026,1,1,1,1,1,1,1,1,1,1,0.5093,0.4384,0.4969,1,0.9407,1,1,1,1,1,1,1,1,0.314214029,0.9407,0.563941734,1,0.379745329,1,1,1,1,1,1,1,1,1,1,1,1,0.5361,0.379745329,0.6438,1,0.6138,1,1,1,1,1,1,1,1,1,0.2861,0.6138,0.5025,1,1,1,1,1,1,1,1,0.472286667,0.559125601,0.558238812,1,0.265645852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.193934156,0.265645852,0.623554315,1,0.4914,1,1,1,1,1,1,1,0.483,0.4914,0.6766,0.6982,1,1,1,1,0.3128,0.6982
4177,1,0.3079,1,1,1,1,1,1,1,0.367,0.3079,0.3176,1,0.2958,1,1,1,1,1,1,1,1,0.4162,0.2958,0.366,1,0.6417,1,1,1,0.452,0.6417,0.5887,1,0.7025,1,1,0.6678,0.7025,1,1,1,1,1,1,1,1,1,1,0.6301,0.4384,0.3037,1,0.9404,1,1,1,1,1,1,1,1,0.42779964,0.9404,0.419385321,1,0.379938117,1,1,1,1,1,1,1,1,1,1,1,1,0.6909,0.379938117,0.5305,1,0.6138,1,1,1,1,1,1,1,1,1,0.4205,0.6138,0.4381,1,1,1,1,1,1,1,1,0.686192091,0.559164851,0.407359441,1,0.265571814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.398190613,0.265571814,0.483885332,1,0.4914,1,1,1,1,1,1,1,0.451,0.4914,0.5552,0.6978,1,1,1,1,0.382,0.6978
4178,1,0.3079,1,1,1,1,1,1,1,0.4017,0.3079,0.149,1,0.2959,1,1,1,1,1,1,1,1,0.4616,0.2959,0.1231,1,0.6416,1,1,1,0.2592,0.6416,0.4229,1,0.7024,1,1,0.7025,0.7024,1,1,1,1,1,1,1,1,1,1,0.5791,0.4383,0.0377,1,0.94,1,1,1,1,1,1,1,1,0.298078058,0.94,0.27215811,1,0.380045329,1,1,1,1,1,1,1,1,1,1,1,1,0.6746,0.380045329,0.3679,1,0.6137,1,1,1,1,1,1,1,1,1,0.3159,0.6137,0.3355,1,1,1,1,1,1,1,1,0.77596824,0.559225601,0.241529372,1,0.265397776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.311842496,0.265397776,0.317775164,1,0.4913,1,1,1,1,1,1,1,0.404,0.4913,0.3665,0.6975,1,1,1,1,0.3271,0.6975
4179,1,0.3079,1,1,1,1,1,1,1,0.5536,0.3079,0,1,0.296,1,1,1,1,1,1,1,1,0.4474,0.296,0,1,0.6415,1,1,1,0.2609,0.6415,0.1723,1,0.7023,1,1,0.5613,0.7023,1,1,1,1,1,1,1,1,1,1,0.4862,0.4382,0,1,0.9397,1,1,1,1,1,1,1,1,0.247514388,0.9397,0.01682811,1,0.380145329,1,1,1,1,1,1,1,1,1,1,1,1,0.3247,0.380145329,0.1516,1,0.6137,1,1,1,1,1,1,1,1,1,0.242,0.6137,0.2047,1,1,1,1,1,1,1,1,0.705656025,0.559325601,0,1,0.265267247,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.267767455,0.265267247,0.034271318,1,0.4912,1,1,1,1,1,1,1,0.4034,0.4912,0,0.6972,1,1,1,1,0.3356,0.6972
4180,1,0.3079,1,1,1,1,1,1,1,0.4674,0.3079,0,1,0.2961,1,1,1,1,1,1,1,1,0.4534,0.2961,0,1,0.6413,1,1,1,0.2302,0.6413,0,1,0.7022,1,1,0.5911,0.7022,1,1,1,1,1,1,1,1,1,1,0.4895,0.4382,0,1,0.9393,1,1,1,1,1,1,1,1,0.069966187,0.9393,0,1,0.380245329,1,1,1,1,1,1,1,1,1,1,1,1,0.3314,0.380245329,0,1,0.6137,1,1,1,1,1,1,1,1,1,0.1685,0.6137,0,1,1,1,1,1,1,1,1,0.693061615,0.559364851,0,1,0.265093209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.391187622,0.265093209,0,1,0.4912,1,1,1,1,1,1,1,0.4175,0.4912,0,0.6968,1,1,1,1,0.4084,0.6968
4181,1,0.3079,1,1,1,1,1,1,1,0.406,0.3079,0,1,0.2962,1,1,1,1,1,1,1,1,0.5401,0.2962,0,1,0.6412,1,1,1,0.2961,0.6412,0,1,0.7021,1,1,0.5275,0.7021,1,1,1,1,1,1,1,1,1,1,0.481,0.4381,0,1,0.939,1,1,1,1,1,1,1,1,0.041393885,0.939,0,1,0.380345329,1,1,1,1,1,1,1,1,1,1,1,1,0.2209,0.380345329,0,1,0.6136,1,1,1,1,1,1,1,1,1,0.1397,0.6136,0,1,1,1,1,1,1,1,1,0.645072629,0.559425601,0,1,0.264962681,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.576503485,0.264962681,0,1,0.4911,1,1,1,1,1,1,1,0.5098,0.4911,0,0.6965,1,1,1,1,0.3158,0.6965
4182,1,0.3079,1,1,1,1,1,1,1,0.3489,0.3079,0,1,0.2964,1,1,1,1,1,1,1,1,0.6674,0.2964,0,1,0.6411,1,1,1,0.3474,0.6411,0,1,0.702,1,1,0.4115,0.702,1,1,1,1,1,1,1,1,1,1,0.4151,0.4381,0,1,0.9386,1,1,1,1,1,1,1,1,0.082819784,0.9386,0,1,0.380445329,1,1,1,1,1,1,1,1,1,1,1,1,0.1138,0.380445329,0,1,0.6136,1,1,1,1,1,1,1,1,1,0.1075,0.6136,0,1,1,1,1,1,1,1,1,0.696367371,0.559525601,0,1,0.264788643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.719785762,0.264788643,0,1,0.491,1,1,1,1,1,1,1,0.5688,0.491,0,0.6962,1,1,1,1,0.2872,0.6962
4183,1,0.3079,1,1,1,1,1,1,1,0.2272,0.3079,0,1,0.2965,1,1,1,1,1,1,1,1,0.7216,0.2965,0,1,0.641,1,1,1,0.3914,0.641,0,1,0.7019,1,1,0.5234,0.7019,1,1,1,1,1,1,1,1,1,1,0.2882,0.438,0,1,0.9383,1,1,1,1,1,1,1,1,0.079250719,0.9383,0,1,0.380552542,1,1,1,1,1,1,1,1,1,1,1,1,0.1197,0.380552542,0,1,0.6136,1,1,1,1,1,1,1,1,1,0.1285,0.6136,0,1,1,1,1,1,1,1,1,0.712431925,0.559564851,0,1,0.264658114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.770283243,0.264658114,0,1,0.491,1,1,1,1,1,1,1,0.6092,0.491,0,0.6958,1,1,1,1,0.2743,0.6958
4184,1,0.3079,1,1,1,1,1,1,1,0.2482,0.3079,0,1,0.2966,1,1,1,1,1,1,1,1,0.6509,0.2966,0,1,0.6408,1,1,1,0.4768,0.6408,0,1,0.7018,1,1,0.4613,0.7018,1,1,1,1,1,1,1,1,1,1,0.2878,0.438,0,1,0.9379,1,1,1,1,1,1,1,1,0.220633813,0.9379,0,1,0.380652542,1,1,1,1,1,1,1,1,1,1,1,1,0.1135,0.380652542,0,1,0.6135,1,1,1,1,1,1,1,1,1,0.1807,0.6135,0,1,1,1,1,1,1,1,1,0.72065971,0.559625601,0,1,0.264527586,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.814611092,0.264527586,0,1,0.4909,1,1,1,1,1,1,1,0.5894,0.4909,0,0.6955,1,1,1,1,0.2231,0.6955
4185,1,0.3079,1,1,1,1,1,1,1,0.187,0.3079,0,1,0.2967,1,1,1,1,1,1,1,1,0.5628,0.2967,0,1,0.6407,1,1,1,0.4277,0.6407,0,1,0.7017,1,1,0.4325,0.7017,1,1,1,1,1,1,1,1,1,1,0.2192,0.4379,0,1,0.9376,1,1,1,1,1,1,1,1,0.181257194,0.9376,0,1,0.380752542,1,1,1,1,1,1,1,1,1,1,1,1,0.1524,0.380752542,0,1,0.6135,1,1,1,1,1,1,1,1,1,0.1578,0.6135,0,1,1,1,1,1,1,1,1,0.649400248,0.559664851,0,1,0.264353548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.781422302,0.264353548,0,1,0.4909,1,1,1,1,1,1,1,0.5696,0.4909,0,0.6952,1,1,1,1,0.2948,0.6952
4186,1,0.3079,1,1,1,1,1,1,1,0.2131,0.3079,0,1,0.2968,1,1,1,1,1,1,1,1,0.5989,0.2968,0,1,0.6406,1,1,1,0.3533,0.6406,0,1,0.7016,1,1,0.3572,0.7016,1,1,1,1,1,1,1,1,1,1,0.1423,0.4378,0,1,0.9372,1,1,1,1,1,1,1,1,0.141851079,0.9372,0,1,0.380852542,1,1,1,1,1,1,1,1,1,1,1,1,0.1371,0.380852542,0,1,0.6135,1,1,1,1,1,1,1,1,1,0.1721,0.6135,0,1,1,1,1,1,1,1,1,0.64214559,0.559764851,0,1,0.264223019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.774763326,0.264223019,0,1,0.4908,1,1,1,1,1,1,1,0.5745,0.4908,0,0.6948,1,1,1,1,0.3534,0.6948
4187,1,0.3078,1,1,1,1,1,1,1,0.2249,0.3078,0,1,0.297,1,1,1,1,1,1,1,1,0.5913,0.297,0,1,0.6405,1,1,1,0.3758,0.6405,0,1,0.7015,1,1,0.2321,0.7015,1,1,1,1,1,1,1,1,1,1,0.1583,0.4378,0,1,0.9369,1,1,1,1,1,1,1,1,0.131793885,0.9369,0,1,0.380952542,1,1,1,1,1,1,1,1,1,1,1,1,0.1001,0.380952542,0,1,0.6134,1,1,1,1,1,1,1,1,1,0.2029,0.6134,0,1,1,1,1,1,1,1,1,0.718277888,0.559825601,0,1,0.264048981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81478183,0.264048981,0,1,0.4907,1,1,1,1,1,1,1,0.5951,0.4907,0,0.6945,1,1,1,1,0.4887,0.6945
4188,1,0.3078,1,1,1,1,1,1,1,0.2375,0.3078,0,1,0.2971,1,1,1,1,1,1,1,1,0.5956,0.2971,0.1594,1,0.6403,1,1,1,0.2788,0.6403,0,1,0.7014,1,1,0.1486,0.7014,1,1,1,1,1,1,1,1,1,1,0.2225,0.4377,0.0085,1,0.9366,1,1,1,1,1,1,1,1,0.17662482,0.9366,0,1,0.381059754,1,1,1,1,1,1,1,1,1,1,1,1,0.222,0.381059754,0,1,0.6134,1,1,1,1,1,1,1,1,1,0.2693,0.6134,0,1,1,1,1,1,1,1,1,0.741132422,0.559864851,0,1,0.263918453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.770926031,0.263918453,0,1,0.4907,1,1,1,1,1,1,1,0.5813,0.4907,0.0323,0.6942,1,1,1,1,0.5221,0.6942
4189,1,0.3078,1,1,1,1,1,1,1,0.2007,0.3078,0.0777,1,0.2972,1,1,1,1,1,1,1,1,0.4987,0.2972,0.4044,1,0.6402,1,1,1,0.3993,0.6402,0.2742,1,0.7013,1,1,0.1,0.7013,1,1,1,1,1,1,1,1,1,1,0.2396,0.4377,0.3168,1,0.9362,1,1,1,1,1,1,1,1,0.132097842,0.9362,0.211521707,1,0.381159754,1,1,1,1,1,1,1,1,1,1,1,1,0.2442,0.381159754,0.0926,1,0.6133,1,1,1,1,1,1,1,1,1,0.244,0.6133,0.0811,1,1,1,1,1,1,1,1,0.684933375,0.559964851,0.155260663,1,0.263744415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.616517239,0.263744415,0.163363059,1,0.4906,1,1,1,1,1,1,1,0.4897,0.4906,0.3382,0.6938,1,1,1,1,0.5117,0.6938
4190,1,0.3078,1,1,1,1,1,1,1,0.115,0.3078,0.2203,1,0.2973,1,1,1,1,1,1,1,1,0.1071,0.2973,0.5775,1,0.6401,1,1,1,0.3469,0.6401,0.4924,1,0.7012,1,1,0.0823,0.7012,1,1,1,1,1,1,1,1,1,1,0.1202,0.4376,0.5036,1,0.9359,1,1,1,1,1,1,1,1,0.024124101,0.9359,0.337994149,1,0.381259754,1,1,1,1,1,1,1,1,1,1,1,1,0.1105,0.381259754,0.3389,1,0.6133,1,1,1,1,1,1,1,1,1,0.1531,0.6133,0.2814,1,1,1,1,1,1,1,1,0.605392215,0.560025601,0.31944965,1,0.263613886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.410760351,0.263613886,0.35637992,1,0.4905,1,1,1,1,1,1,1,0.2905,0.4905,0.4953,0.6935,1,1,1,1,0.2962,0.6935
4191,1,0.3078,1,1,1,1,1,1,1,0.0701,0.3078,0.42,1,0.2974,1,1,1,1,1,1,1,1,0.0141,0.2974,0.6684,1,0.64,1,1,1,0.3274,0.64,0.6292,1,0.7011,1,1,0.0858,0.7011,1,1,1,1,1,1,1,1,1,1,0.1847,0.4376,0.641,1,0.9355,1,1,1,1,1,1,1,1,0.060289928,0.9355,0.481826536,1,0.381359754,1,1,1,1,1,1,1,1,1,1,1,1,0.0539,0.381359754,0.4977,1,0.6133,1,1,1,1,1,1,1,1,1,0.2424,0.6133,0.4333,1,1,1,1,1,1,1,1,0.36701528,0.560064851,0.47566923,1,0.263439848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.175314673,0.263439848,0.51662458,1,0.4905,1,1,1,1,1,1,1,0.2376,0.4905,0.631,0.6932,1,1,1,1,0.2067,0.6932
4192,1,0.3078,1,1,1,1,1,1,1,0.1137,0.3078,0.541,1,0.2975,1,1,1,1,1,1,1,1,0.004,0.2975,0.6943,1,0.6398,1,1,1,0.3242,0.6398,0.6944,1,0.701,1,1,0.0864,0.701,1,1,1,1,1,1,1,1,1,1,0.1699,0.4375,0.6944,1,0.9352,1,1,1,1,1,1,1,1,0.133648201,0.9352,0.576919197,1,0.381459754,1,1,1,1,1,1,1,1,1,1,1,1,0.044,0.381459754,0.6361,1,0.6132,1,1,1,1,1,1,1,1,1,0.2405,0.6132,0.5209,1,1,1,1,1,1,1,1,0.06752265,0.560164851,0.58794021,1,0.263309319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.11051666,0.263309319,0.637958559,1,0.4904,1,1,1,1,1,1,1,0.3921,0.4904,0.6464,0.6928,1,1,1,1,0.2477,0.6928
4193,1,0.3078,1,1,1,1,1,1,1,0.1613,0.3078,0.5915,1,0.2977,1,1,1,1,1,1,1,1,0.0938,0.2977,0.7188,1,0.6397,1,1,1,0.2654,0.6397,0.7276,1,0.7009,1,1,0.0796,0.7009,1,1,1,1,1,1,1,1,1,1,0.1099,0.4374,0.7238,1,0.9348,1,1,1,1,1,1,1,1,0.159990647,0.9348,0.640316029,1,0.381566967,1,1,1,1,1,1,1,1,1,1,1,1,0.0225,0.381566967,0.6842,1,0.6132,1,1,1,1,1,1,1,1,1,0.3437,0.6132,0.5741,1,1,1,1,1,1,1,1,0.084336894,0.560164851,0.640337238,1,0.263135281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.01141707,0.263135281,0.682992538,1,0.4903,1,1,1,1,1,1,1,0.4868,0.4903,0.5953,0.6925,1,1,1,1,0.1887,0.6925
