Hour_0,biomass_1,conventional_hydroelectric_2,conventional_steam_coal_3,hydroelectric_pumped_storage_4,natural_gas_fired_combined_cycle_5,natural_gas_fired_combined_cycle_6,natural_gas_fired_combustion_turbine_7,natural_gas_fired_combustion_turbine_8,nuclear_9,onshore_wind_turbine_10,small_hydroelectric_11,solar_photovoltaic_12,biomass_13,conventional_hydroelectric_14,conventional_steam_coal_15,hydroelectric_pumped_storage_16,natural_gas_fired_combined_cycle_17,natural_gas_fired_combined_cycle_18,natural_gas_fired_combustion_turbine_19,natural_gas_fired_combustion_turbine_20,natural_gas_steam_turbine_21,natural_gas_steam_turbine_22,onshore_wind_turbine_23,small_hydroelectric_24,solar_photovoltaic_25,biomass_26,conventional_hydroelectric_27,geothermal_28,natural_gas_fired_combined_cycle_29,natural_gas_fired_combustion_turbine_30,onshore_wind_turbine_31,small_hydroelectric_32,solar_photovoltaic_33,biomass_34,conventional_hydroelectric_35,conventional_steam_coal_36,natural_gas_fired_combustion_turbine_37,onshore_wind_turbine_38,small_hydroelectric_39,biomass_40,conventional_steam_coal_41,geothermal_42,natural_gas_fired_combined_cycle_43,natural_gas_fired_combined_cycle_44,natural_gas_fired_combined_cycle_45,natural_gas_fired_combustion_turbine_46,natural_gas_fired_combustion_turbine_47,natural_gas_steam_turbine_48,natural_gas_steam_turbine_49,onshore_wind_turbine_50,small_hydroelectric_51,solar_photovoltaic_52,biomass_53,conventional_hydroelectric_54,conventional_steam_coal_55,geothermal_56,natural_gas_fired_combined_cycle_57,natural_gas_fired_combined_cycle_58,natural_gas_fired_combined_cycle_59,natural_gas_fired_combustion_turbine_60,natural_gas_fired_combustion_turbine_61,natural_gas_steam_turbine_62,onshore_wind_turbine_63,small_hydroelectric_64,solar_photovoltaic_65,biomass_66,conventional_hydroelectric_67,geothermal_68,hydroelectric_pumped_storage_69,natural_gas_fired_combined_cycle_70,natural_gas_fired_combined_cycle_71,natural_gas_fired_combined_cycle_72,natural_gas_fired_combined_cycle_73,natural_gas_fired_combustion_turbine_74,natural_gas_fired_combustion_turbine_75,natural_gas_fired_combustion_turbine_76,natural_gas_fired_combustion_turbine_77,natural_gas_fired_combustion_turbine_78,nuclear_79,onshore_wind_turbine_80,small_hydroelectric_81,solar_photovoltaic_82,biomass_83,conventional_hydroelectric_84,conventional_steam_coal_85,geothermal_86,hydroelectric_pumped_storage_87,natural_gas_fired_combined_cycle_88,natural_gas_fired_combined_cycle_89,natural_gas_fired_combustion_turbine_90,natural_gas_fired_combustion_turbine_91,natural_gas_fired_combustion_turbine_92,nuclear_93,onshore_wind_turbine_94,small_hydroelectric_95,solar_photovoltaic_96,biomass_97,geothermal_98,hydroelectric_pumped_storage_99,natural_gas_fired_combined_cycle_100,natural_gas_fired_combined_cycle_101,natural_gas_fired_combustion_turbine_102,natural_gas_fired_combustion_turbine_103,natural_gas_fired_combustion_turbine_104,onshore_wind_turbine_105,small_hydroelectric_106,solar_photovoltaic_107,biomass_108,conventional_hydroelectric_109,conventional_steam_coal_110,geothermal_111,hydroelectric_pumped_storage_112,natural_gas_fired_combined_cycle_113,natural_gas_fired_combined_cycle_114,natural_gas_fired_combined_cycle_115,natural_gas_fired_combined_cycle_116,natural_gas_fired_combustion_turbine_117,natural_gas_fired_combustion_turbine_118,natural_gas_fired_combustion_turbine_119,natural_gas_fired_combustion_turbine_120,natural_gas_fired_combustion_turbine_121,natural_gas_steam_turbine_122,natural_gas_steam_turbine_123,onshore_wind_turbine_124,small_hydroelectric_125,solar_photovoltaic_126,biomass_127,conventional_hydroelectric_128,conventional_steam_coal_129,geothermal_130,natural_gas_fired_combined_cycle_131,natural_gas_fired_combined_cycle_132,natural_gas_fired_combustion_turbine_133,natural_gas_fired_combustion_turbine_134,natural_gas_fired_combustion_turbine_135,onshore_wind_turbine_136,small_hydroelectric_137,solar_photovoltaic_138,conventional_hydroelectric_139,conventional_steam_coal_140,natural_gas_fired_combined_cycle_141,natural_gas_fired_combustion_turbine_142,natural_gas_fired_combustion_turbine_143,onshore_wind_turbine_144,small_hydroelectric_145
4138,1,0.308,1,1,1,1,1,1,1,0.1621,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.5379,0.2942,0,1,0.6434,1,1,1,0.4813,0.6434,0,1,0.7037,1,1,0.4887,0.7037,1,1,1,1,1,1,1,1,1,1,0.1495,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.277513669,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.3272,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.5891,0.6143,0,1,1,1,1,1,1,1,1,0.765341905,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.832851441,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.6581,0.4922,0,0.7021,1,1,1,1,0.1989,0.7021
4139,1,0.308,1,1,1,1,1,1,1,0.2248,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.4907,0.2942,0,1,0.6434,1,1,1,0.5353,0.6434,0,1,0.7037,1,1,0.4535,0.7037,1,1,1,1,1,1,1,1,1,1,0.1974,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.211828058,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1783,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.6857,0.6143,0,1,1,1,1,1,1,1,1,0.765434658,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.829033224,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.6806,0.4922,0,0.7021,1,1,1,1,0.2698,0.7021
4140,1,0.308,1,1,1,1,1,1,1,0.1811,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.4055,0.2942,0.1725,1,0.6434,1,1,1,0.5961,0.6434,0,1,0.7037,1,1,0.3112,0.7037,1,1,1,1,1,1,1,1,1,1,0.2223,0.4391,0.0029,1,0.9449,1,1,1,1,1,1,1,1,0.044989928,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.3382,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.6584,0.6143,0,1,1,1,1,1,1,1,1,0.792888613,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.837146708,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.6575,0.4922,0.0248,0.7021,1,1,1,1,0.224,0.7021
4141,1,0.308,1,1,1,1,1,1,1,0.3722,0.308,0.1905,1,0.2942,1,1,1,1,1,1,1,1,0.4543,0.2942,0.4095,1,0.6434,1,1,1,0.6242,0.6434,0.2747,1,0.7037,1,1,0.2158,0.7037,1,1,1,1,1,1,1,1,1,1,0.1216,0.4391,0.2814,1,0.9449,1,1,1,1,1,1,1,1,0.049943885,0.9449,0.21300715,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.2346,0.378530905,0.121,1,0.6143,1,1,1,1,1,1,1,1,1,0.7818,0.6143,0.0632,1,1,1,1,1,1,1,1,0.797581532,0.558325601,0.178880765,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.791093592,0.267473251,0.158230619,1,0.4922,1,1,1,1,1,1,1,0.6872,0.4922,0.3256,0.7021,1,1,1,1,0.2137,0.7021
4142,1,0.308,1,1,1,1,1,1,1,0.2166,0.308,0.3447,1,0.2942,1,1,1,1,1,1,1,1,0.5459,0.2942,0.583,1,0.6434,1,1,1,0.585,0.6434,0.4767,1,0.7037,1,1,0.2035,0.7037,1,1,1,1,1,1,1,1,1,1,0.0934,0.4391,0.4704,1,0.9449,1,1,1,1,1,1,1,1,0.025361871,0.9449,0.3377215,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.3217,0.378530905,0.3592,1,0.6143,1,1,1,1,1,1,1,1,1,0.7399,0.6143,0.1759,1,1,1,1,1,1,1,1,0.784309441,0.558325601,0.330238985,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.649893284,0.267473251,0.360390345,1,0.4922,1,1,1,1,1,1,1,0.46,0.4922,0.528,0.7021,1,1,1,1,0.3501,0.7021
4143,1,0.308,1,1,1,1,1,1,1,0.4154,0.308,0.5021,1,0.2942,1,1,1,1,1,1,1,1,0.5311,0.2942,0.6624,1,0.6434,1,1,1,0.5813,0.6434,0.5516,1,0.7037,1,1,0.1523,0.7037,1,1,1,1,1,1,1,1,1,1,0.1603,0.4391,0.5919,1,0.9449,1,1,1,1,1,1,1,1,0.01205036,0.9449,0.488897785,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.401,0.378530905,0.5357,1,0.6143,1,1,1,1,1,1,1,1,1,0.8175,0.6143,0.2156,1,1,1,1,1,1,1,1,0.615403685,0.558325601,0.49293671,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.471650209,0.267473251,0.528179408,1,0.4922,1,1,1,1,1,1,1,0.2591,0.4922,0.6504,0.7021,1,1,1,1,0.3403,0.7021
4144,1,0.308,1,1,1,1,1,1,1,0.5169,0.308,0.5953,1,0.2942,1,1,1,1,1,1,1,1,0.5703,0.2942,0.7011,1,0.6434,1,1,1,0.5869,0.6434,0.706,1,0.7037,1,1,0.1518,0.7037,1,1,1,1,1,1,1,1,1,1,0.3055,0.4391,0.6658,1,0.9449,1,1,1,1,1,1,1,1,0.037019065,0.9449,0.591501126,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.2756,0.378530905,0.6457,1,0.6143,1,1,1,1,1,1,1,1,1,0.6762,0.6143,0.3329,1,1,1,1,1,1,1,1,0.580509565,0.558325601,0.601915908,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.453331806,0.267473251,0.63816847,1,0.4922,1,1,1,1,1,1,1,0.46,0.4922,0.6969,0.7021,1,1,1,1,0.3799,0.7021
4145,1,0.308,1,1,1,1,1,1,1,0.4233,0.308,0.643,1,0.2942,1,1,1,1,1,1,1,1,0.5591,0.2942,0.6911,1,0.6434,1,1,1,0.6281,0.6434,0.7112,1,0.7037,1,1,0.1767,0.7037,1,1,1,1,1,1,1,1,1,1,0.2795,0.4391,0.6981,1,0.9449,1,1,1,1,1,1,1,1,0.096778417,0.9449,0.651913641,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1238,0.378530905,0.6896,1,0.6143,1,1,1,1,1,1,1,1,1,0.574,0.6143,0.3759,1,1,1,1,1,1,1,1,0.476234948,0.558325601,0.650671853,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.597181889,0.267473251,0.682688806,1,0.4922,1,1,1,1,1,1,1,0.5244,0.4922,0.7315,0.7021,1,1,1,1,0.4266,0.7021
4146,1,0.308,1,1,1,1,1,1,1,0.333,0.308,0.6794,1,0.2942,1,1,1,1,1,1,1,1,0.617,0.2942,0.6926,1,0.6434,1,1,1,0.5683,0.6434,0.5264,1,0.7037,1,1,0.3464,0.7037,1,1,1,1,1,1,1,1,1,1,0.3388,0.4391,0.7182,1,0.9449,1,1,1,1,1,1,1,1,0.157756475,0.9449,0.694604796,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1592,0.378530905,0.7169,1,0.6143,1,1,1,1,1,1,1,1,1,0.6737,0.6143,0.4625,1,1,1,1,1,1,1,1,0.498327453,0.558325601,0.691057868,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.694301726,0.267473251,0.715226773,1,0.4922,1,1,1,1,1,1,1,0.519,0.4922,0.7459,0.7021,1,1,1,1,0.5023,0.7021
4147,1,0.308,1,1,1,1,1,1,1,0.5158,0.308,0.69,1,0.2942,1,1,1,1,1,1,1,1,0.67,0.2942,0.6835,1,0.6434,1,1,1,0.6212,0.6434,0.5473,1,0.7037,1,1,0.4418,0.7037,1,1,1,1,1,1,1,1,1,1,0.3723,0.4391,0.7132,1,0.9449,1,1,1,1,1,1,1,1,0.22467518,0.9449,0.713230172,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1872,0.378530905,0.7273,1,0.6143,1,1,1,1,1,1,1,1,1,0.7166,0.6143,0.4557,1,1,1,1,1,1,1,1,0.456342899,0.558325601,0.706394581,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.802633161,0.267473251,0.735919567,1,0.4922,1,1,1,1,1,1,1,0.5169,0.4922,0.7369,0.7021,1,1,1,1,0.574,0.7021
4148,1,0.308,1,1,1,1,1,1,1,0.6567,0.308,0.6944,1,0.2942,1,1,1,1,1,1,1,1,0.6196,0.2942,0.7064,1,0.6434,1,1,1,0.4172,0.6434,0.5434,1,0.7037,1,1,0.4493,0.7037,1,1,1,1,1,1,1,1,1,1,0.4789,0.4391,0.7111,1,0.9449,1,1,1,1,1,1,1,1,0.402871223,0.9449,0.709949698,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.3258,0.378530905,0.7154,1,0.6143,1,1,1,1,1,1,1,1,1,0.728,0.6143,0.4493,1,1,1,1,1,1,1,1,0.419969358,0.558325601,0.698441784,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.786464575,0.267473251,0.725960752,1,0.4922,1,1,1,1,1,1,1,0.4724,0.4922,0.7269,0.7021,1,1,1,1,0.504,0.7021
4149,1,0.308,1,1,1,1,1,1,1,0.6633,0.308,0.6757,1,0.2942,1,1,1,1,1,1,1,1,0.6534,0.2942,0.667,1,0.6434,1,1,1,0.4279,0.6434,0.5432,1,0.7037,1,1,0.5066,0.7037,1,1,1,1,1,1,1,1,1,1,0.5082,0.4391,0.676,1,0.9449,1,1,1,1,1,1,1,1,0.325258273,0.9449,0.691013139,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.3316,0.378530905,0.6696,1,0.6143,1,1,1,1,1,1,1,1,1,0.6893,0.6143,0.3652,1,1,1,1,1,1,1,1,0.391338178,0.558325601,0.687347727,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.804268857,0.267473251,0.708778638,1,0.4922,1,1,1,1,1,1,1,0.4778,0.4922,0.7093,0.7021,1,1,1,1,0.4545,0.7021
4150,1,0.308,1,1,1,1,1,1,1,0.6166,0.308,0.6609,1,0.2942,1,1,1,1,1,1,1,1,0.6742,0.2942,0.6324,1,0.6434,1,1,1,0.3741,0.6434,0.4791,1,0.7037,1,1,0.472,0.7037,1,1,1,1,1,1,1,1,1,1,0.4699,0.4391,0.6492,1,0.9449,1,1,1,1,1,1,1,1,0.32584964,0.9449,0.675366558,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1647,0.378530905,0.7055,1,0.6143,1,1,1,1,1,1,1,1,1,0.8454,0.6143,0.3744,1,1,1,1,1,1,1,1,0.451746501,0.558325601,0.678017658,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.801844615,0.267473251,0.715818798,1,0.4922,1,1,1,1,1,1,1,0.4215,0.4922,0.731,0.7021,1,1,1,1,0.5312,0.7021
4151,1,0.308,1,1,1,1,1,1,1,0.5515,0.308,0.6131,1,0.2942,1,1,1,1,1,1,1,1,0.6953,0.2942,0.5971,1,0.6434,1,1,1,0.2798,0.6434,0.5312,1,0.7037,1,1,0.5062,0.7037,1,1,1,1,1,1,1,1,1,1,0.5447,0.4391,0.6046,1,0.9449,1,1,1,1,1,1,1,1,0.34678777,0.9449,0.625656709,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.0717,0.378530905,0.6697,1,0.6143,1,1,1,1,1,1,1,1,1,0.544,0.6143,0.2862,1,1,1,1,1,1,1,1,0.744123644,0.558325601,0.631834791,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.813849922,0.267473251,0.683718798,1,0.4922,1,1,1,1,1,1,1,0.4084,0.4922,0.7171,0.7021,1,1,1,1,0.6224,0.7021
4152,1,0.308,1,1,1,1,1,1,1,0.5391,0.308,0.52,1,0.2942,1,1,1,1,1,1,1,1,0.6851,0.2942,0.526,1,0.6434,1,1,1,0.3364,0.6434,0.5438,1,0.7037,1,1,0.4639,0.7037,1,1,1,1,1,1,1,1,1,1,0.6341,0.4391,0.4875,1,0.9449,1,1,1,1,1,1,1,1,0.36451295,0.9449,0.556742375,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.0716,0.378530905,0.6261,1,0.6143,1,1,1,1,1,1,1,1,1,0.5212,0.6143,0.2768,1,1,1,1,1,1,1,1,0.761410973,0.558325601,0.557243358,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.822356972,0.267473251,0.63199473,1,0.4922,1,1,1,1,1,1,1,0.4032,0.4922,0.6758,0.7021,1,1,1,1,0.6162,0.7021
4153,1,0.308,1,1,1,1,1,1,1,0.6386,0.308,0.3605,1,0.2942,1,1,1,1,1,1,1,1,0.7224,0.2942,0.3552,1,0.6434,1,1,1,0.4246,0.6434,0.49,1,0.7037,1,1,0.4719,0.7037,1,1,1,1,1,1,1,1,1,1,0.6917,0.4391,0.2816,1,0.9449,1,1,1,1,1,1,1,1,0.218884173,0.9449,0.416726865,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1695,0.378530905,0.5201,1,0.6143,1,1,1,1,1,1,1,1,1,0.4941,0.6143,0.1856,1,1,1,1,1,1,1,1,0.741363892,0.558325601,0.410939861,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.828423428,0.267473251,0.499598205,1,0.4922,1,1,1,1,1,1,1,0.4299,0.4922,0.555,0.7021,1,1,1,1,0.629,0.7021
4154,1,0.308,1,1,1,1,1,1,1,0.6151,0.308,0.1922,1,0.2942,1,1,1,1,1,1,1,1,0.7123,0.2942,0.1657,1,0.6434,1,1,1,0.5682,0.6434,0.1642,1,0.7037,1,1,0.48,0.7037,1,1,1,1,1,1,1,1,1,1,0.6665,0.4391,0.0327,1,0.9449,1,1,1,1,1,1,1,1,0.188219424,0.9449,0.272992989,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.2485,0.378530905,0.3437,1,0.6143,1,1,1,1,1,1,1,1,1,0.2872,0.6143,0.1395,1,1,1,1,1,1,1,1,0.818300207,0.558325601,0.251680596,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.828499904,0.267473251,0.322736941,1,0.4922,1,1,1,1,1,1,1,0.3971,0.4922,0.3564,0.7021,1,1,1,1,0.6797,0.7021
4155,1,0.308,1,1,1,1,1,1,1,0.4976,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.7399,0.2942,0,1,0.6434,1,1,1,0.6034,0.6434,0.0209,1,0.7037,1,1,0.4908,0.7037,1,1,1,1,1,1,1,1,1,1,0.5804,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.08752518,0.9449,0.010720408,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.2755,0.378530905,0.1066,1,0.6143,1,1,1,1,1,1,1,1,1,0.4149,0.6143,0.1208,1,1,1,1,1,1,1,1,0.675374451,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.830556584,0.267473251,0.047328851,1,0.4922,1,1,1,1,1,1,1,0.3196,0.4922,0,0.7021,1,1,1,1,0.6304,0.7021
4156,1,0.308,1,1,1,1,1,1,1,0.3482,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.723,0.2942,0,1,0.6434,1,1,1,0.7052,0.6434,0,1,0.7037,1,1,0.5475,0.7037,1,1,1,1,1,1,1,1,1,1,0.5625,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.109022662,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.2848,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.4662,0.6143,0,1,1,1,1,1,1,1,1,0.6828653,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8252764,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.2605,0.4922,0,0.7021,1,1,1,1,0.5243,0.7021
4157,1,0.308,1,1,1,1,1,1,1,0.3817,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.6487,0.2942,0,1,0.6434,1,1,1,0.6415,0.6434,0,1,0.7037,1,1,0.5468,0.7037,1,1,1,1,1,1,1,1,1,1,0.5776,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.062651079,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.3598,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.3596,0.6143,0,1,1,1,1,1,1,1,1,0.717873458,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.812081543,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.3154,0.4922,0,0.7021,1,1,1,1,0.5334,0.7021
4158,1,0.308,1,1,1,1,1,1,1,0.3244,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.5309,0.2942,0,1,0.6434,1,1,1,0.415,0.6434,0,1,0.7037,1,1,0.5319,0.7037,1,1,1,1,1,1,1,1,1,1,0.5375,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.048732014,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.3306,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.3073,0.6143,0,1,1,1,1,1,1,1,1,0.698872836,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.797142771,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.3692,0.4922,0,0.7021,1,1,1,1,0.4562,0.7021
4159,1,0.308,1,1,1,1,1,1,1,0.3537,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.3544,0.2942,0,1,0.6434,1,1,1,0.3674,0.6434,0,1,0.7037,1,1,0.4232,0.7037,1,1,1,1,1,1,1,1,1,1,0.5861,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.068246403,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1925,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.2629,0.6143,0,1,1,1,1,1,1,1,1,0.659111925,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.784989268,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.5203,0.4922,0,0.7021,1,1,1,1,0.4156,0.7021
4160,1,0.308,1,1,1,1,1,1,1,0.3935,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.3192,0.2942,0,1,0.6434,1,1,1,0.2219,0.6434,0,1,0.7037,1,1,0.2651,0.7037,1,1,1,1,1,1,1,1,1,1,0.611,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.096314388,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1103,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.1788,0.6143,0,1,1,1,1,1,1,1,1,0.755966708,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.793138489,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.6059,0.4922,0,0.7021,1,1,1,1,0.26,0.7021
4161,1,0.308,1,1,1,1,1,1,1,0.3459,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.2888,0.2942,0,1,0.6434,1,1,1,0.2025,0.6434,0,1,0.7037,1,1,0.2414,0.7037,1,1,1,1,1,1,1,1,1,1,0.6221,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.089927698,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1177,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.2288,0.6143,0,1,1,1,1,1,1,1,1,0.782053747,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.836679678,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.6852,0.4922,0,0.7021,1,1,1,1,0.1803,0.7021
4162,1,0.308,1,1,1,1,1,1,1,0.2375,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.2744,0.2942,0,1,0.6434,1,1,1,0.2258,0.6434,0,1,0.7037,1,1,0.2249,0.7037,1,1,1,1,1,1,1,1,1,1,0.531,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.077389209,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.1006,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.3735,0.6143,0,1,1,1,1,1,1,1,1,0.788894079,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.834860765,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.6683,0.4922,0,0.7021,1,1,1,1,0.1592,0.7021
4163,1,0.308,1,1,1,1,1,1,1,0.2433,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.2553,0.2942,0,1,0.6434,1,1,1,0.2644,0.6434,0,1,0.7037,1,1,0.1948,0.7037,1,1,1,1,1,1,1,1,1,1,0.4957,0.4391,0,1,0.9449,1,1,1,1,1,1,1,1,0.076810072,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.0961,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.3281,0.6143,0,1,1,1,1,1,1,1,1,0.747904803,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.834525744,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.5945,0.4922,0,0.7021,1,1,1,1,0.1603,0.7021
4164,1,0.308,1,1,1,1,1,1,1,0.2107,0.308,0,1,0.2942,1,1,1,1,1,1,1,1,0.198,0.2942,0.1575,1,0.6434,1,1,1,0.2332,0.6434,0,1,0.7037,1,1,0.1157,0.7037,1,1,1,1,1,1,1,1,1,1,0.4154,0.4391,0.005,1,0.9449,1,1,1,1,1,1,1,1,0.156441367,0.9449,0,1,0.378530905,1,1,1,1,1,1,1,1,1,1,1,1,0.0851,0.378530905,0,1,0.6143,1,1,1,1,1,1,1,1,1,0.1461,0.6143,0,1,1,1,1,1,1,1,1,0.751976894,0.558325601,0,1,0.267473251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.83804767,0.267473251,0,1,0.4922,1,1,1,1,1,1,1,0.5996,0.4922,0.0301,0.7021,1,1,1,1,0.1561,0.7021
4165,1,0.308,1,1,1,1,1,1,1,0.3586,0.308,0.1948,1,0.2944,1,1,1,1,1,1,1,1,0.1503,0.2944,0.3897,1,0.6432,1,1,1,0.2099,0.6432,0.2534,1,0.7036,1,1,0.1182,0.7036,1,1,1,1,1,1,1,1,1,1,0.3644,0.439,0.3011,1,0.9445,1,1,1,1,1,1,1,1,0.133619065,0.9445,0.21867928,1,0.378630905,1,1,1,1,1,1,1,1,1,1,1,1,0.1806,0.378630905,0.0173,1,0.6142,1,1,1,1,1,1,1,1,1,0.058,0.6142,0.0507,1,1,1,1,1,1,1,1,0.74368795,0.558425601,0.1835472,1,0.267342723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.832230744,0.267342723,0.124414527,1,0.4921,1,1,1,1,1,1,1,0.5443,0.4921,0.3533,0.7018,1,1,1,1,0.0744,0.7018
